id,file,line,claim,reported,recomputed,status,evidence,note
FU0416,paper/audit/input_source/followup_appendix.tex,103,Seed4 accurate terminal complete gradient still jointly fails,true,true,PASS,work/causal_study/diagnostics_results/seed4/event.json,
FU0417,paper/audit/input_source/followup_appendix.tex,58,Fixed-condition planted controls,8,8,PASS,work/basis_study/model_gauge_results/planted/float32_cond100.json; work/basis_study/model_gauge_results/planted/float32_cond10.json; work/basis_study/model_gauge_results/planted/float64_cond1.json; work/basis_study/model_gauge_results/planted/float32_cond3.json; work/basis_study/model_gauge_results/planted/float64_cond10.json; work/basis_study/model_gauge_results/planted/float64_cond100.json; work/basis_study/model_gauge_results/planted/float64_cond3.json; work/basis_study/model_gauge_results/planted/float32_cond1.json,
FU0418,paper/audit/input_source/followup_appendix.tex,58,float32_cond100 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond100.json,
FU0419,paper/audit/input_source/followup_appendix.tex,58,float32_cond100 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond100.json,
FU0420,paper/audit/input_source/followup_appendix.tex,58,float32_cond100 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond100.json,
FU0421,paper/audit/input_source/followup_appendix.tex,58,float32_cond10 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond10.json,
FU0422,paper/audit/input_source/followup_appendix.tex,58,float32_cond10 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond10.json,
FU0423,paper/audit/input_source/followup_appendix.tex,58,float32_cond10 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond10.json,
FU0424,paper/audit/input_source/followup_appendix.tex,58,float64_cond1 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond1.json,
FU0425,paper/audit/input_source/followup_appendix.tex,58,float64_cond1 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond1.json,
FU0426,paper/audit/input_source/followup_appendix.tex,58,float64_cond1 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond1.json,
FU0427,paper/audit/input_source/followup_appendix.tex,58,float32_cond3 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond3.json,
FU0428,paper/audit/input_source/followup_appendix.tex,58,float32_cond3 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond3.json,
FU0429,paper/audit/input_source/followup_appendix.tex,58,float32_cond3 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond3.json,
FU0430,paper/audit/input_source/followup_appendix.tex,58,float64_cond10 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond10.json,
FU0431,paper/audit/input_source/followup_appendix.tex,58,float64_cond10 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond10.json,
FU0432,paper/audit/input_source/followup_appendix.tex,58,float64_cond10 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond10.json,
FU0433,paper/audit/input_source/followup_appendix.tex,58,float64_cond100 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond100.json,
FU0434,paper/audit/input_source/followup_appendix.tex,58,float64_cond100 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond100.json,
FU0435,paper/audit/input_source/followup_appendix.tex,58,float64_cond100 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond100.json,
FU0436,paper/audit/input_source/followup_appendix.tex,58,float64_cond3 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond3.json,
FU0437,paper/audit/input_source/followup_appendix.tex,58,float64_cond3 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond3.json,
FU0438,paper/audit/input_source/followup_appendix.tex,58,float64_cond3 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float64_cond3.json,
FU0439,paper/audit/input_source/followup_appendix.tex,58,float32_cond1 exact compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond1.json,
FU0440,paper/audit/input_source/followup_appendix.tex,58,float32_cond1 final_token_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond1.json,
FU0441,paper/audit/input_source/followup_appendix.tex,58,float32_cond1 joint_sites_normalized_ols compensation accuracy,1.0,1.0,PASS,work/basis_study/model_gauge_results/planted/float32_cond1.json,
FU0442,paper/audit/input_source/followup_appendix.tex,58,Observed-matrix planted control count,24,24,PASS,work/basis_study/model_gauge_results/actual/seed4_healthy_temporal_6000_7000.json; work/basis_study/model_gauge_results/actual/seed0_near_features.json; work/basis_study/model_gauge_results/actual/seed0_dense_event.json; work/basis_study/model_gauge_results/actual/seed4_peak_event.json; work/basis_study/model_gauge_results/actual/seed4_healthy_temporal_16044_16050.json; work/basis_study/model_gauge_results/actual/seed4_dense_event.json; work/basis_study/model_gauge_fresh/actual/seed2_first_event.json; work/basis_study/model_gauge_fresh/actual/seed3_first_event.json; work/basis_study/model_gauge_fresh/actual/seed3_adjacent_event.json; work/basis_study/model_gauge_fresh/actual/seed2_adjacent_event.json; work/basis_study/model_gauge_fresh/actual/seed1_adjacent_event.json; work/basis_study/model_gauge_fresh/actual/seed1_first_event.json,
FU0443,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed1 forward-map error,4.65,4.650969725005071,PASS,work/basis_study/model_gauge_fresh/actual/seed1_adjacent_event.json,
FU0444,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed1 planted floor rounds to stated range,true,true,PASS,work/basis_study/model_gauge_fresh/actual/seed1_adjacent_event.json,Raw percent 0.00036425905835850187
FU0445,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed2 forward-map error,1.1,1.1035344960419544,PASS,work/basis_study/model_gauge_fresh/actual/seed2_adjacent_event.json,
FU0446,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed2 planted floor rounds to stated range,true,true,PASS,work/basis_study/model_gauge_fresh/actual/seed2_adjacent_event.json,Raw percent 0.000568667619587576
FU0447,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed3 forward-map error,10.77,10.765573273805032,PASS,work/basis_study/model_gauge_fresh/actual/seed3_adjacent_event.json,
FU0448,paper/audit/input_source/followup_appendix.tex,58,Fresh adjacent seed3 planted floor rounds to stated range,true,true,PASS,work/basis_study/model_gauge_fresh/actual/seed3_adjacent_event.json,Raw percent 0.00045280662263724253
FU0449,paper/audit/input_source/followup_appendix.tex,60,First event seed1 inverse-linear compensation,95.13,95.13368385725472,PASS,work/basis_study/model_gauge_fresh/actual/seed1_first_event.json,
FU0450,paper/audit/input_source/followup_appendix.tex,60,First event seed2 inverse-linear compensation,100.0,100.0,PASS,work/basis_study/model_gauge_fresh/actual/seed2_first_event.json,
FU0451,paper/audit/input_source/followup_appendix.tex,60,First event seed3 inverse-linear compensation,94.37,94.37297236827385,PASS,work/basis_study/model_gauge_fresh/actual/seed3_first_event.json,
FU0452,paper/audit/input_source/followup_appendix.tex,60,Seed0 distant head test at collapse,14.05,14.050788678823134,PASS,work/experiments/seed0_dense_event/features.npz,
FU0453,paper/audit/input_source/followup_appendix.tex,60,Seed0 distant head step,17200,17200,PASS,work/experiments/seed0_dense_event/metadata.json,
FU0454,paper/audit/input_source/followup_appendix.tex,60,Seed0 adjacent head step,17493,17493,PASS,work/basis_study/adjacent_seed0/metadata.json,
FU0455,paper/audit/input_source/followup_appendix.tex,60,Task-only coefficient shape,"[113, 128]","[113, 128]",PASS,work/basis_study/task_subspace_results/seed4_generalization_drop_16000_17000/report.json,
FU0456,paper/audit/input_source/followup_appendix.tex,60,Task-only full row rank,113,113,PASS,work/basis_study/task_subspace_results/seed4_generalization_drop_16000_17000/report.json,
FU0457,paper/audit/input_source/followup_appendix.tex,60,Task-only invertible raw-feature accuracy,4.62,4.620203602192639,PASS,work/basis_study/task_subspace_results/seed4_generalization_drop_16000_17000/report.json,
FU0458,paper/audit/input_source/followup_appendix.tex,62,Successful state-preserving repair seed0_first/inverse_gl fails next update,true,true,PASS,work/basis_study/interventions/seed0_first/continuation/inverse_gl/trajectory.csv,
FU0459,paper/audit/input_source/followup_appendix.tex,62,Successful state-preserving repair seed0_first/orthogonal fails next update,true,true,PASS,work/basis_study/interventions/seed0_first/continuation/orthogonal/trajectory.csv,
FU0460,paper/audit/input_source/followup_appendix.tex,62,Successful state-preserving repair seed4_first/inverse_gl fails next update,true,true,PASS,work/basis_study/interventions/seed4_first/continuation/inverse_gl/trajectory.csv,
FU0461,paper/audit/input_source/followup_appendix.tex,62,Successful state-preserving repair seed4_first/old_head fails next update,true,true,PASS,work/basis_study/interventions/seed4_first/continuation/old_head/trajectory.csv,
FU0462,paper/audit/input_source/followup_appendix.tex,62,Successful state-preserving repair seed4_first/orthogonal fails next update,true,true,PASS,work/basis_study/interventions/seed4_first/continuation/orthogonal/trajectory.csv,
FU0463,paper/audit/input_source/followup_appendix.tex,132,Figure8 subtraction_stock 000,98.64638102696051,98.64638102696051,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0464,paper/audit/input_source/followup_appendix.tex,132,Figure8 subtraction_stock 001,6.275869784092181,6.275869784092181,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0465,paper/audit/input_source/followup_appendix.tex,132,Figure8 subtraction_stock 010,98.62400715963754,98.62400715963754,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0466,paper/audit/input_source/followup_appendix.tex,132,Figure8 subtraction_stock 111,5.850766304955812,5.850766304955812,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0467,paper/audit/input_source/followup_appendix.tex,132,Figure8 subtraction_stock adjacent step,15281,15281,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0468,paper/audit/input_source/followup_appendix.tex,136,Figure8 subtraction_stock exact next update,true,true,PASS,work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0469,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_stock 000,100.0,100.0,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0470,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_stock 001,100.0,100.0,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0471,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_stock 010,74.31480031323414,74.31480031323414,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0472,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_stock 111,85.65835104597829,85.65835104597829,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0473,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_stock adjacent step,18515,18515,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0474,paper/audit/input_source/followup_appendix.tex,136,Figure8 rms_stock exact next update,true,true,PASS,work/causal_study/generality/rms_stock/event_analysis.json,
FU0475,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_accurate 000,96.20762948875714,96.20762948875714,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0476,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_accurate 001,96.20762948875714,96.20762948875714,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0477,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_accurate 010,0.9397024275646046,0.9397024275646046,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0478,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_accurate 111,0.8837677592571875,0.8837677592571875,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0479,paper/audit/input_source/followup_appendix.tex,132,Figure8 rms_accurate adjacent step,28495,28495,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0480,paper/audit/input_source/followup_appendix.tex,136,Figure8 rms_accurate exact next update,true,true,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0481,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS before,96.208,96.20762948875714,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0482,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS after,0.884,0.8837677592571875,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0483,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS head only,96.208,96.20762948875714,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0484,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS embedding only,0.94,0.9397024275646046,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0485,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS freeze head,0.895,0.8949546929186709,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0486,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS derivative error mantissa,9.48,9.47644544582462,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0487,paper/audit/input_source/followup_appendix.tex,136,Accurate RMS vanished targets,0,0.0,PASS,work/causal_study/generality/rms_accurate/event_analysis.json,
FU0488,paper/audit/input_source/followup_appendix.tex,127,Subtraction reference,98.81,98.81418503188276,PASS,work/causal_study/generality/subtraction_stock/mean_mediation.json,
FU0489,paper/audit/input_source/followup_appendix.tex,127,Subtraction mean_only,5.84,5.839579371294328,PASS,work/causal_study/generality/subtraction_stock/mean_mediation.json,
FU0490,paper/audit/input_source/followup_appendix.tex,127,Subtraction centered_only,98.76,98.75825036357534,PASS,work/causal_study/generality/subtraction_stock/mean_mediation.json,
FU0491,paper/audit/input_source/followup_appendix.tex,136,rms_stock minimum step,28540,28540,PASS,work/causal_study/generality/rms_stock/trajectory.csv,
FU0492,paper/audit/input_source/followup_appendix.tex,136,rms_accurate minimum step,28503,28503,PASS,work/causal_study/generality/rms_accurate/trajectory.csv,
FU0493,paper/audit/input_source/main.tex,152,Figure4a seed0 column0,95.4916657344222,95.4916657344222,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0494,paper/audit/input_source/main.tex,152,Figure4a seed0 column1,96.38662042734086,96.38662042734086,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0495,paper/audit/input_source/main.tex,152,Figure4a seed0 column2,31.86038706790469,31.86038706790469,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0496,paper/audit/input_source/main.tex,152,Figure4a seed0 column3,31.871574001566174,31.871574001566174,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0497,paper/audit/input_source/main.tex,152,Figure4b seed0 decoder,98.7246895625909,98.7246895625909,PASS,work/experiments/seed0_dense_event/features.npz; work/experiments/seed0_dense_event/decoder_whitened.npz,
FU0498,paper/audit/input_source/main.tex,152,Figure4b seed0 native,31.871574001566174,31.871574001566174,PASS,work/experiments/seed0_dense_event/features.npz,
FU0499,paper/audit/input_source/main.tex,152,Figure4a seed1 column0,94.13804676138271,94.13804676138271,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0500,paper/audit/input_source/main.tex,152,Figure4a seed1 column1,94.18279449602865,94.18279449602865,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0501,paper/audit/input_source/main.tex,152,Figure4a seed1 column2,13.558563597717866,13.558563597717866,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0502,paper/audit/input_source/main.tex,152,Figure4a seed1 column3,9.094977066785994,9.094977066785994,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0503,paper/audit/input_source/main.tex,152,Figure4b seed1 decoder,98.19890368050118,98.19890368050118,PASS,work/basis_study/seed1_first_event/features.npz; work/basis_study/seed1_first_event/decoder_whitened.npz,
FU0504,paper/audit/input_source/main.tex,152,Figure4b seed1 native,9.094977066785994,9.094977066785994,PASS,work/basis_study/seed1_first_event/features.npz,
FU0505,paper/audit/input_source/main.tex,152,Figure4a seed2 column0,99.98881306633851,99.98881306633851,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0506,paper/audit/input_source/main.tex,152,Figure4a seed2 column1,100.0,100.0,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0507,paper/audit/input_source/main.tex,152,Figure4a seed2 column2,1.006824029533505,1.006824029533505,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0508,paper/audit/input_source/main.tex,152,Figure4a seed2 column3,0.928515493903121,0.928515493903121,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0509,paper/audit/input_source/main.tex,152,Figure4b seed2 decoder,100.0,100.0,PASS,work/basis_study/seed2_first_event/features.npz; work/basis_study/seed2_first_event/decoder_whitened.npz,
FU0510,paper/audit/input_source/main.tex,152,Figure4b seed2 native,0.928515493903121,0.928515493903121,PASS,work/basis_study/seed2_first_event/features.npz,
FU0511,paper/audit/input_source/main.tex,152,Figure4a seed3 column0,89.54021702651303,89.54021702651303,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0512,paper/audit/input_source/main.tex,152,Figure4a seed3 column1,91.00570533616735,91.00570533616735,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0513,paper/audit/input_source/main.tex,152,Figure4a seed3 column2,50.79986575679606,50.79986575679606,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0514,paper/audit/input_source/main.tex,152,Figure4a seed3 column3,53.59659917216691,53.59659917216691,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0515,paper/audit/input_source/main.tex,152,Figure4b seed3 decoder,98.76943729723683,98.76943729723683,PASS,work/basis_study/seed3_peak_event/features.npz; work/basis_study/seed3_peak_event/decoder_whitened.npz,
FU0516,paper/audit/input_source/main.tex,152,Figure4b seed3 native,32.117686542118804,32.117686542118804,PASS,work/basis_study/seed3_peak_event/features.npz,
FU0517,paper/audit/input_source/main.tex,152,Figure4a seed4 column0,91.34131334601186,91.34131334601186,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0518,paper/audit/input_source/main.tex,152,Figure4a seed4 column1,98.65756796062199,98.65756796062199,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0519,paper/audit/input_source/main.tex,152,Figure4a seed4 column2,66.75243315807138,66.75243315807138,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0520,paper/audit/input_source/main.tex,152,Figure4a seed4 column3,66.327329678935,66.327329678935,PASS,work/basis_study/adjacent_seed4/features.npz,
FU0521,paper/audit/input_source/main.tex,152,Figure4b seed4 decoder,100.0,100.0,PASS,work/experiments/seed4_peak_event/features.npz; work/experiments/seed4_peak_event/decoder_whitened.npz,
FU0522,paper/audit/input_source/main.tex,152,Figure4b seed4 native,18.13401946526457,18.13401946526457,PASS,work/experiments/seed4_peak_event/features.npz,
FU0523,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/bilinear/summary.json,"""e6ae955e9e2e12949e686b476912a277a8a049c7ec31cb399c98f478a9c4ad35""","""e6ae955e9e2e12949e686b476912a277a8a049c7ec31cb399c98f478a9c4ad35""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/bilinear/summary.json,
FU0524,paper/audit/input_source/main.tex,152,Published figure input hash work/experiments/seed0_dense_event/metadata.json,"""1b33e94c6c840b59cbfe9bef657a38a002884059ad9b7dc7d3108674871bb30c""","""1b33e94c6c840b59cbfe9bef657a38a002884059ad9b7dc7d3108674871bb30c""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/experiments/seed0_dense_event/metadata.json,
FU0525,paper/audit/input_source/main.tex,152,Published figure input hash work/experiments/seed0_dense_event/decoder_whitened.json,"""ee5b5e359330cecb72392e687cd131a9fb99fedcd61572edd9b27347f1eef40a""","""ee5b5e359330cecb72392e687cd131a9fb99fedcd61572edd9b27347f1eef40a""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/experiments/seed0_dense_event/decoder_whitened.json,
FU0526,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed1_first_event/metadata.json,"""84d784b7d099c3bb48ff43e588c0514cc8cd0b5a54b572af984f9c8c735ca657""","""84d784b7d099c3bb48ff43e588c0514cc8cd0b5a54b572af984f9c8c735ca657""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed1_first_event/metadata.json,
FU0527,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed1_first_event/decoder_whitened.json,"""ab779d32dd7bf6f4fa18e550424f095837ec2d3e1d6ac935ecea007e345539c8""","""ab779d32dd7bf6f4fa18e550424f095837ec2d3e1d6ac935ecea007e345539c8""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed1_first_event/decoder_whitened.json,
FU0528,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed2_first_event/metadata.json,"""4685bdb796a05de8ad8b9ef72ba4201d1d5fb634fc7e69e7bd1a1105534cfeb7""","""4685bdb796a05de8ad8b9ef72ba4201d1d5fb634fc7e69e7bd1a1105534cfeb7""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed2_first_event/metadata.json,
FU0529,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed2_first_event/decoder_whitened.json,"""4eb15ae2a502bf69e6653a4ba07cee9689450da8839adc169bf6fe4a520bff4e""","""4eb15ae2a502bf69e6653a4ba07cee9689450da8839adc169bf6fe4a520bff4e""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed2_first_event/decoder_whitened.json,
FU0530,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed3_peak_event/metadata.json,"""93e5687d6f38fcff8c794b5273c944341a052cd22bcc18d8483a34988c955891""","""93e5687d6f38fcff8c794b5273c944341a052cd22bcc18d8483a34988c955891""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed3_peak_event/metadata.json,
FU0531,paper/audit/input_source/main.tex,152,Published figure input hash work/basis_study/seed3_peak_event/decoder_whitened.json,"""980e999cc872c2f5bc6da7762055d47815837c71bd427bd4447bc70aee073375""","""980e999cc872c2f5bc6da7762055d47815837c71bd427bd4447bc70aee073375""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/basis_study/seed3_peak_event/decoder_whitened.json,
FU0532,paper/audit/input_source/main.tex,152,Published figure input hash work/experiments/seed4_peak_event/metadata.json,"""caa90067e2dd7b54a80ff8c4492459280773daeee4c746b7d49972975bded180""","""caa90067e2dd7b54a80ff8c4492459280773daeee4c746b7d49972975bded180""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/experiments/seed4_peak_event/metadata.json,
FU0533,paper/audit/input_source/main.tex,152,Published figure input hash work/experiments/seed4_peak_event/decoder_whitened.json,"""2bb1ab04d598b90d0c0528e4b077b279cd955da73c0d2c047218518b577d44a4""","""2bb1ab04d598b90d0c0528e4b077b279cd955da73c0d2c047218518b577d44a4""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/experiments/seed4_peak_event/decoder_whitened.json,
FU0534,paper/audit/input_source/main.tex,152,Published figure input hash work/causal_study/analysis/results.json,"""df3910e103acabd28bb360a759862417f687e1569a4e31cfa35533833415df7a""","""df3910e103acabd28bb360a759862417f687e1569a4e31cfa35533833415df7a""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/causal_study/analysis/results.json,
FU0535,paper/audit/input_source/main.tex,152,Published figure input hash work/causal_study/generality/subtraction_stock/event_analysis.json,"""28e3261081479336a6e8960ca09560aed0442347772f88105529d1d7f0d0944a""","""28e3261081479336a6e8960ca09560aed0442347772f88105529d1d7f0d0944a""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/causal_study/generality/subtraction_stock/event_analysis.json,
FU0536,paper/audit/input_source/main.tex,152,Published figure input hash work/causal_study/generality/rms_stock/event_analysis.json,"""9b483d12275d76e77fc908a0e9d1979f0566eecc16e05c63f2fa2eb80f34e176""","""9b483d12275d76e77fc908a0e9d1979f0566eecc16e05c63f2fa2eb80f34e176""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/causal_study/generality/rms_stock/event_analysis.json,
FU0537,paper/audit/input_source/main.tex,152,Published figure input hash work/causal_study/generality/rms_accurate/event_analysis.json,"""e7bec541ad829a25162c364a698a65e4019a7faa3bad88bd197cb160ee13c43a""","""e7bec541ad829a25162c364a698a65e4019a7faa3bad88bd197cb160ee13c43a""",PASS,/Users/alipro/Documents/Codex/2026-09-22/sin/work/muon-grokking/followup_studies/work/causal_study/generality/rms_accurate/event_analysis.json,
FU0538,paper/audit/input_source/followup_appendix.tex,78,Original event seed0 recorded step,17494,17494,PASS,work/basis_study/adjacent_seed0/metadata.json,
FU0539,paper/audit/input_source/followup_appendix.tex,78,Original event seed0 test,31.872,31.871574001566174,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0540,paper/audit/input_source/followup_appendix.tex,87,Original event seed0 joint below90,true,true,PASS,work/basis_study/adjacent_seed0/features.npz,
FU0541,paper/audit/input_source/followup_appendix.tex,67,All five source6000 already measurable derivative error: seed0,true,true,PASS,work/causal_study/diagnostics_results/seed0/timecourse.json,Relative error 0.014395340944676857
FU0542,paper/audit/input_source/followup_appendix.tex,79,Original event seed1 recorded step,17721,17721,PASS,work/basis_study/seed1_adjacent_event/metadata.json,
FU0543,paper/audit/input_source/followup_appendix.tex,79,Original event seed1 test,9.095,9.094977066785994,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0544,paper/audit/input_source/followup_appendix.tex,87,Original event seed1 joint below90,true,true,PASS,work/basis_study/seed1_adjacent_event/features.npz,
FU0545,paper/audit/input_source/followup_appendix.tex,67,All five source6000 already measurable derivative error: seed1,true,true,PASS,work/causal_study/diagnostics_results/seed1/timecourse.json,Relative error 0.015004597875948551
FU0546,paper/audit/input_source/followup_appendix.tex,80,Original event seed2 recorded step,18069,18069,PASS,work/basis_study/seed2_adjacent_event/metadata.json,
FU0547,paper/audit/input_source/followup_appendix.tex,80,Original event seed2 test,0.929,0.928515493903121,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0548,paper/audit/input_source/followup_appendix.tex,87,Original event seed2 joint below90,true,true,PASS,work/basis_study/seed2_adjacent_event/features.npz,
FU0549,paper/audit/input_source/followup_appendix.tex,67,All five source6000 already measurable derivative error: seed2,true,true,PASS,work/causal_study/diagnostics_results/seed2/timecourse.json,Relative error 0.009673598312010109
FU0550,paper/audit/input_source/followup_appendix.tex,81,Original event seed3 recorded step,16308,16308,PASS,work/basis_study/seed3_adjacent_event/metadata.json,
FU0551,paper/audit/input_source/followup_appendix.tex,81,Original event seed3 test,53.597,53.59659917216691,PASS,work/basis_study/seed3_adjacent_event/features.npz,
FU0552,paper/audit/input_source/followup_appendix.tex,87,Original event seed3 joint below90,true,true,PASS,work/basis_study/seed3_adjacent_event/features.npz,
